Vehicle_ID,Frame_ID,Total_Frames,Global_Time,local_x(m),local_y(m),v_Vel(m),v_Acc(m),H_v_Vel(m),H_v_Acc(m),Space_Headway(m),Time_Headway
2753,7884,815,1118847767300,12.5355348,11.5736352,9.252,0.0,,,17.449272,1.89
2753,7885,815,1118847767400,12.5306004,12.4985268,9.252,0.0,0.0493439999999978,,17.372172,1.88
2753,7886,815,1118847767500,12.5259744,13.4237268,9.252,0.0,0.0462600000000001,0.0154199999999882,17.319744,1.87
2753,7887,815,1118847767600,12.52104,14.3489268,9.252,0.0,0.0493440000000156,0.015420000000077,17.279652000000002,1.87
2753,7888,815,1118847767700,12.516414,15.2741268,9.252,0.0,0.0462600000000001,0.015420000000077,17.23956,1.86
2753,7889,815,1118847767800,12.5114796,16.1993268,9.252,0.0,0.0493439999999978,0.0154199999999882,17.224140000000002,1.86
2753,7890,815,1118847767900,12.5068536,17.1245268,9.252,0.0,0.0462600000000001,0.0154199999999882,17.224140000000002,1.86
2753,7891,815,1118847768000,12.5019192,18.0497268,9.252,0.0,0.0493439999999978,0.0154199999999882,17.230308,1.86
2753,7892,815,1118847768100,12.4976016,18.9749268,9.252,0.0,0.0431760000000025,0.0308399999999764,17.230308,1.86
2753,7893,815,1118847768200,12.4926672,19.9001268,9.252,0.0,0.0493439999999978,0.0308399999999764,17.230308,1.86
2753,7894,815,1118847768300,12.4877328,20.8250184,9.252,0.0,0.0493439999999978,0.0,17.230308,1.86
2753,7895,815,1118847768400,12.4831068,21.7502184,9.252,0.0,0.0462600000000001,0.0154199999999882,17.230308,1.86
2753,7896,815,1118847768500,12.478480800000002,22.6757268,9.252,0.0,0.0462599999999824,8.881784197001252e-14,17.230308,1.86
2753,7897,815,1118847768600,12.4735464,23.6006184,9.252,0.0,0.0493440000000156,0.0154200000001658,17.230308,1.86
2753,7898,815,1118847768700,12.468612,24.5261268,9.252,0.0,0.0493439999999978,8.881784197001252e-14,17.230308,1.86
2753,7899,815,1118847768800,12.463986,25.4513268,9.252,0.0,0.0462600000000001,0.0154199999999882,17.227224,1.86
2753,7900,815,1118847768900,12.45936,26.3891712,9.134808,-1.875072,0.0462600000000001,0.0,17.211804,1.88
2753,7901,815,1118847769000,12.4544256,27.3014184,8.8665,-3.45408,0.0493439999999978,0.0154199999999882,17.221056,1.94
2753,7902,815,1118847769100,12.4497996,28.161546,8.675292,-1.677696,0.0462600000000001,0.0154199999999882,17.30124,1.99
2753,7903,815,1118847769200,12.455042400000002,29.0013192,8.675292,1.683864,0.0524280000000132,0.4934400000000671,17.446188,2.01
2753,7904,815,1118847769300,12.4667616,29.8614468,8.8665,3.45408,0.1171919999999815,0.3238199999998414,17.603472,1.99
2753,7905,815,1118847769400,12.4775556,30.7740024,9.134808,1.871988,0.1079400000000063,0.0462599999998758,17.763840000000002,1.94
2753,7906,815,1118847769500,12.4889664,31.7118468,9.252,0.0,0.1141080000000016,0.0308399999999764,17.905704,1.94
2753,7907,815,1118847769600,12.5000688,32.6370468,9.252,0.0,0.1110239999999862,0.015420000000077,18.019812,1.95
2753,7908,815,1118847769700,12.5114796,33.5622468,9.252,0.0,0.1141080000000016,0.015420000000077,18.106164,1.96
2753,7909,815,1118847769800,12.5228904,34.4871384,9.252,0.0,0.1141080000000016,0.0,18.204852,1.97
2753,7910,815,1118847769900,12.533992800000002,35.4123384,9.252,0.0,0.1110240000000217,0.0154199999998994,18.343632,1.98
2753,7911,815,1118847770000,12.5454036,36.3375384,9.252,0.0,0.1141079999999838,0.0154199999998105,18.51942,2.0
2753,7912,815,1118847770100,12.556506,37.2627384,9.252,0.0,0.111024000000004,0.0154199999998994,18.698292,2.02
2753,7913,815,1118847770200,12.5679168,38.18763,9.252,0.0,0.1141080000000016,0.0154199999999882,18.883332,2.04
2753,7914,815,1118847770300,12.5790192,39.11283,9.252,0.0,0.1110239999999862,0.015420000000077,19.071456,2.06
2753,7915,815,1118847770400,12.59043,40.03803,9.252,0.0,0.1141080000000016,0.015420000000077,19.25958,2.08
2753,7916,815,1118847770500,12.6015324,40.96323,9.252,0.0,0.111024000000004,0.0154199999999882,19.447704,2.1
2753,7917,815,1118847770600,12.612943200000002,41.888121600000005,9.252,0.0,0.1141080000000194,0.015420000000077,19.641996,2.12
2753,7918,815,1118847770700,12.6240456,42.8133216,9.252,0.0,0.1110239999999862,0.0154200000001658,19.823952,2.14
2753,7919,815,1118847770800,12.6354564,43.738521600000006,9.252,0.0,0.1141080000000016,0.015420000000077,19.990488,2.16
2753,7920,815,1118847770900,12.6465588,44.6637216,9.252,0.0,0.1110239999999862,0.015420000000077,20.129268,2.18
2753,7921,815,1118847771000,12.6576612,45.588921600000006,9.252,0.0,0.111024000000004,8.881784197001252e-14,20.252628,2.19
2753,7922,815,1118847771100,12.669072,46.5141216,9.252,0.0,0.1141080000000016,0.0154199999999882,20.379072,2.2
2753,7923,815,1118847771200,12.6804828,47.439013200000005,9.252,0.0,0.1141080000000016,0.0,20.520936000000003,2.22
2753,7924,815,1118847771300,12.6915852,48.3642132,9.252,0.0,0.111024000000004,0.0154199999999882,20.684388,2.24
2753,7925,815,1118847771400,12.7026876,49.2998988,9.153312,-1.5635880000000002,0.111024000000004,0.0,20.810832,2.27
2753,7926,815,1118847771500,12.7140984,50.2149216,8.92818,-2.9267160000000003,0.1141079999999838,0.0154199999998994,20.891016,2.34
2753,7927,815,1118847771600,12.7255092,51.0852264,8.767812,-1.406304,0.1141080000000016,8.881784197001252e-14,20.9712,2.39
2753,7928,815,1118847771700,12.7412376,51.9394944,8.764728,1.316868,0.1572840000000042,0.2158800000000127,21.014376,2.4
2753,7929,815,1118847771800,12.7656012,52.8085656,8.915844,2.861952,0.2436360000000093,0.4317600000000254,21.091476,2.37
2753,7930,815,1118847771900,12.7899648,53.7177288,9.1749,2.134128,0.2436359999999915,8.881784197001252e-14,21.18708,2.31
2753,7931,815,1118847772000,12.8143284,54.65002200000001,9.403116,1.902828,0.2436360000000093,8.881784197001252e-14,21.254928,2.26
2753,7932,815,1118847772100,12.8269728,55.589716800000005,9.671424,3.45408,0.1264439999999922,0.5859600000000853,21.291936000000003,2.2
2753,7933,815,1118847772200,12.849486,56.5793724,10.072344,3.45408,0.2251320000000056,0.4934400000000671,21.2796,2.11
2753,7934,815,1118847772300,12.8784756,57.6112788,10.54728,3.45408,0.2898959999999917,0.3238199999999303,21.230256,2.01
2753,7935,815,1118847772400,12.9037644,58.6879032,11.00988,3.45408,0.2528880000000022,0.1850399999999474,21.134652,1.92
2753,7936,815,1118847772500,12.9000636,59.8077036,11.423136,3.45408,0.0370080000000072,1.4494800000000474,20.995872,1.84
2753,7937,815,1118847772600,12.8642892,60.9709884,11.756208,2.923632,0.3577439999999932,1.6036799999999296,20.810832,1.77
2753,7938,815,1118847772700,12.8023008,62.1678888,11.99676,1.95834,0.6198840000000061,1.3107000000000646,20.594952,1.72
2753,7939,815,1118847772800,12.7079304,63.38391,12.141708,0.919032,0.9437039999999896,1.6190999999999178,20.357484000000003,1.68
2753,7940,815,1118847772900,12.616644,64.6079496,12.203388,0.181956,0.9128639999999956,0.154199999999971,20.120016,1.65
2753,7941,815,1118847773000,12.5253576,65.8304472,12.218808,0.04626,0.9128640000000132,8.881784197001252e-14,19.913388,1.63
2753,7942,815,1118847773100,12.434379600000002,67.05387,12.206472,-0.16962,0.90977999999998,0.0154200000001658,19.740684,1.62
2753,7943,815,1118847773200,12.3427848,68.2806852,12.123204,-1.282944,0.9159480000000108,0.030840000000154,19.580316,1.62
2753,7944,815,1118847773300,12.2545824,69.4828284,11.645184,-3.45408,0.8820240000000013,0.169620000000048,19.44462,1.67
2753,7945,815,1118847773400,12.1901268,70.5822744,10.682976,-3.45408,0.644556000000005,1.1873399999999812,19.401444,1.82
2753,7946,815,1118847773500,12.138624,71.6132556,9.7917,-3.45408,0.5150279999999974,0.6476400000000382,19.435368,1.98
2753,7947,815,1118847773600,12.124746,72.56127719999999,9.34452,-0.434844,0.1387800000000005,1.881239999999984,19.574148,2.09
2753,7948,815,1118847773700,12.1515768,73.4673564,9.43704,3.45408,0.2683080000000082,2.035440000000044,19.762272,2.09
