Vehicle_ID,Frame_ID,Total_Frames,Global_Time,local_x(m),local_y(m),v_Vel(m),v_Acc(m),H_v_Vel(m),H_v_Acc(m),Space_Headway(m),Time_Headway
1160,3015,516,1118847280400,5.359992,5.611646400000001,10.356072,0.0,,,11.84256,1.14
1160,3016,516,1118847280500,5.3828136,6.209634,10.356072,0.0,0.2282160000000033,,11.774712,1.14
1160,3017,516,1118847280600,5.363384399999999,7.258194,10.356072,0.0,0.1942920000000114,2.112540000000074,11.27202,1.09
1160,3018,516,1118847280700,5.3439552,8.3064456,10.356072,0.0,0.1942919999999937,8.881784197001252e-14,10.772412,1.04
1160,3019,516,1118847280800,5.333778000000001,9.2831484,10.356072,0.0,0.1017719999999933,0.4626000000000019,10.340652,1.0
1160,3020,516,1118847280900,5.3285352,10.3314,10.356072,1.17192,0.0524280000000043,0.2467199999999448,9.831792,0.95
1160,3021,516,1118847281000,5.3232924,11.3756424,10.451676,0.703152,0.0524280000000043,0.0,9.326016,0.89
1160,3022,516,1118847281100,5.3177412,12.4365384,10.433172,-0.97146,0.0555119999999931,0.0154199999999438,8.804820000000001,0.84
1160,3023,516,1118847281200,5.31219,13.486332,10.140192,-3.45408,0.055512000000002,4.440892098500626e-14,8.29596,0.82
1160,3024,516,1118847281300,5.3217504,14.4571752,9.49872,-3.45408,0.095603999999998,0.7555800000000001,7.867284000000001,0.83
1160,3025,516,1118847281400,5.31219,15.3493764,8.499504,-3.45408,0.095603999999998,0.9560399999999802,7.512624,0.88
1160,3026,516,1118847281500,5.3010876,16.137030000000003,7.281324,-3.45408,0.111024000000004,0.0771000000000299,7.259736,1.0
1160,3027,516,1118847281600,5.2902936,16.810884,6.1186560000000005,-3.45408,0.1079399999999974,0.0154200000000326,7.1302080000000005,1.17
1160,3028,516,1118847281700,5.267472,17.3897508,5.264388,-3.45408,0.2282160000000033,0.6013800000000291,7.1209560000000005,1.35
