Vehicle_ID,Frame_ID,Total_Frames,Global_Time,local_x(m),local_y(m),v_Vel(m),v_Acc(m),H_v_Vel(m),H_v_Acc(m),Space_Headway(m),Time_Headway
523,1015,709,1118847080400,1.7304324,10.7980092,7.71,0.0,,,20.052168,2.6
523,1016,709,1118847080500,1.7264232,11.5690092,7.71,0.0,0.0400920000000004,,20.16936,2.62
523,1017,709,1118847080600,1.7230308,12.3400092,7.71,0.0,0.0339239999999985,0.0308400000000097,20.311224,2.63
523,1018,709,1118847080700,1.7187132000000005,13.1110092,7.71,0.0,0.0431759999999958,0.0462599999999868,20.465424,2.65
523,1019,709,1118847080800,1.7150124,13.8820092,7.71,0.0,0.037008000000005,0.0308399999999542,20.619624,2.67
523,1020,709,1118847080900,1.7110032,14.6530092,7.71,0.0,0.0400920000000004,0.0154199999999771,20.783076,2.7
523,1021,709,1118847081000,1.706994,15.4240092,7.71,0.0,0.0400920000000004,0.0,20.95578,2.72
523,1022,709,1118847081100,1.7029848,16.1950092,7.71,0.0,0.0400919999999982,1.1102230246251564e-14,21.150072,2.74
523,1023,709,1118847081200,1.6989756000000005,16.9660092,7.71,0.0,0.040091999999996,1.1102230246251564e-14,21.362868,2.77
523,1024,709,1118847081300,1.6949664000000002,17.7367008,7.71,0.0,0.0400920000000026,3.3306690738754696e-14,21.584916,2.8
523,1025,709,1118847081400,1.6909572,18.5080092,7.71,0.0,0.0400920000000026,0.0,21.813132000000003,2.83
523,1026,709,1118847081500,1.686948,19.2790092,7.71,0.0,0.0400920000000004,1.1102230246251564e-14,22.041348,2.86
523,1027,709,1118847081600,1.6829388,20.0500092,7.71,0.0,0.0400919999999982,1.1102230246251564e-14,22.263396,2.89
523,1028,709,1118847081700,1.6792380000000002,20.8210092,7.71,0.0,0.0370079999999983,0.0154199999999993,22.491612000000003,2.92
523,1029,709,1118847081800,1.6749204,21.5917008,7.71,0.0,0.0431760000000025,0.0308400000000208,22.722912,2.95
523,1030,709,1118847081900,1.6712196,22.3627008,7.71,0.0,0.0370080000000005,0.0308400000000097,22.94496,2.98
523,1031,709,1118847082000,1.6672104,23.1337008,7.71,0.0,0.0400919999999982,0.0154199999999882,23.142336000000004,3.0
523,1032,709,1118847082100,1.6632012,23.9047008,7.71,0.0,0.0400920000000004,1.1102230246251564e-14,23.305788,3.02
523,1033,709,1118847082200,1.659192,24.6757008,7.71,0.0,0.0400920000000004,0.0,23.459988,3.04
523,1034,709,1118847082300,1.6551828,25.4467008,7.71,0.0,0.0400920000000004,0.0,23.65428,3.07
523,1035,709,1118847082400,1.6511736,26.219859600000003,7.688412,-0.326904,0.0400920000000004,0.0,23.88558,3.11
523,1036,709,1118847082500,1.6474727999999998,26.988084,7.64832,-0.502692,0.0370080000000005,0.0154199999999993,24.166224,3.16
523,1037,709,1118847082600,1.6431552,27.7461312,7.651403999999999,0.240552,0.0431759999999981,0.0308399999999875,24.486960000000003,3.2
523,1038,709,1118847082700,1.6403796,28.5041784,7.747008,1.582092,0.027756000000001,0.0770999999999855,24.81078,3.2
523,1039,709,1118847082800,1.6459308,29.2785708,7.947468,2.6923320000000004,0.0555119999999997,0.4163400000000039,25.116096,3.16
523,1040,709,1118847082900,1.6557996,30.0881208,8.191104,2.387016,0.0986880000000001,0.2158800000000016,25.384404,3.1
523,1041,709,1118847083000,1.669986,30.9288192,8.345304,0.87894,0.1418640000000004,0.2158800000000016,25.624956,3.07
523,1042,709,1118847083100,1.6801632000000002,31.7769192,8.369976000000001,-0.496524,0.1017720000000022,0.2004599999999912,25.853172,3.09
523,1043,709,1118847083200,1.6903404,32.6151504,8.31138,-0.965292,0.1017719999999977,2.220446049250313e-14,26.096808000000003,3.14
523,1044,709,1118847083300,1.7005176000000002,33.4364196,8.268203999999999,-0.089436,0.1017720000000022,2.220446049250313e-14,26.352780000000003,3.19
523,1045,709,1118847083400,1.7103864000000002,34.253371200000004,8.3268,1.307616,0.0986880000000001,0.0154200000000104,26.61492,3.2
523,1046,709,1118847083500,1.7159376,35.0860512,8.499504,2.248236,0.0555119999999975,0.2158800000000127,26.86164,3.16
523,1047,709,1118847083600,1.7267316,35.9443284,8.733888,2.596728,0.1079399999999997,0.2621400000000107,27.080604,3.1
523,1048,709,1118847083700,1.7381424,36.8334456,8.971356,2.201976,0.1141080000000016,0.0308400000000097,27.271812000000004,3.04
523,1049,709,1118847083800,1.7529456,37.7472348,9.140976,1.319952,0.1480320000000001,0.1696199999999925,27.438348,3.0
523,1050,709,1118847083900,1.764048,38.6739768,9.233496,0.456432,0.1110239999999995,0.1850400000000029,27.589464,2.99
523,1051,709,1118847084000,1.7757672,39.6034944,9.261252,-0.049344,0.1171919999999993,0.0308399999999986,27.74058,3.0
523,1052,709,1118847084100,1.7868696,40.5296196,9.255084,-0.083268,0.1110239999999995,0.0308399999999986,27.891696,3.01
523,1053,709,1118847084200,1.797972,41.4542028,9.252,0.0,0.1110239999999995,0.0,28.04898,3.03
523,1054,709,1118847084300,1.8090744,42.3794028,9.252,0.0,0.1110240000000017,1.1102230246251564e-14,28.200096,3.05
523,1055,709,1118847084400,1.8207936,43.304602800000005,9.252,0.0,0.1171919999999993,0.0308399999999875,28.335792,3.06
523,1056,709,1118847084500,1.831896,44.2294944,9.252,0.0,0.1110239999999995,0.0308399999999986,28.468404000000003,3.08
523,1057,709,1118847084600,1.8429984,45.1546944,9.252,0.0,0.1110239999999995,0.0,28.6041,3.09
