Vehicle_ID,Frame_ID,Total_Frames,Global_Time,local_x(m),local_y(m),v_Vel(m),v_Acc(m),H_v_Vel(m),H_v_Acc(m),Space_Headway(m),Time_Headway
1452,5679,649,1118848409900,1.6542576,22.693614,9.252,0.0,,,15.734568,1.7
1452,5680,649,1118848410000,1.64994,23.618814,9.252,0.0,0.0431760000000003,,15.885684,1.72
1452,5681,649,1118848410100,1.6450056,24.544014,9.252,0.0,0.049344,0.0308399999999986,16.033716000000002,1.73
1452,5682,649,1118848410200,1.6400712,25.469214,9.252,0.0,0.049344,0.0,16.178664,1.75
1452,5683,649,1118848410300,1.6351368,26.394414,9.252,0.0,0.049344,0.0,16.326696,1.76
1452,5684,649,1118848410400,1.6308192,27.319614,9.252,0.0,0.0431760000000003,0.0308399999999986,16.480896,1.78
1452,5685,649,1118848410500,1.6261932,28.244814,9.252,0.0,0.0462600000000001,0.0154199999999993,16.635096,1.8
1452,5686,649,1118848410600,1.6212588,29.1697056,9.252,0.0,0.0493439999999978,0.0154199999999882,16.789296,1.81
1452,5687,649,1118848410700,1.6163244,30.0955224,9.245832,-0.080184,0.049344,1.1102230246251564e-14,16.943496,1.83
1452,5688,649,1118848410800,1.6116984,31.0197972,9.239664,-0.058596,0.0462600000000001,0.0154199999999993,17.097696,1.85
1452,5689,649,1118848410900,1.6070724,31.939446,9.276672,0.573624,0.0462600000000001,0.0,17.258064,1.86
1452,5690,649,1118848411000,1.602138,32.861253600000005,9.4062,1.9213320000000005,0.049344,0.0154199999999993,17.415348,1.85
1452,5691,649,1118848411100,1.5857928,33.8018736,9.66834,3.3800640000000004,0.1634520000000017,0.5705400000000083,17.554128000000002,1.82
1452,5692,649,1118848411200,1.575924,34.7850528,10.001412,3.45408,0.0986879999999978,0.3238200000000191,17.649732,1.76
1452,5693,649,1118848411300,1.5833256000000002,35.8107912,10.263552,2.041608,0.0740160000000011,0.8635199999999954,17.705244,1.72
1452,5694,649,1118848411400,1.5817835999999998,36.859968,10.380744,0.151116,0.0154200000000037,0.4471800000000248,17.733,1.71
1452,5695,649,1118848411500,1.5762324,37.9048272,10.380744,-0.579792,0.0555119999999975,0.200459999999969,17.770008,1.71
1452,5696,649,1118848411600,1.5709896,38.9348832,10.374576,0.29298,0.0524279999999999,0.0154199999999882,17.816268,1.72
1452,5697,649,1118848411700,1.5617376,39.965556,10.457844,1.501908,0.0925200000000003,0.2004600000000023,17.865612,1.71
1452,5698,649,1118848411800,1.5626628,41.017816800000006,10.602792,1.616016,0.0092519999999995,0.5088599999999999,17.893368000000002,1.69
1452,5699,649,1118848411900,1.575924,42.0898152,10.723068,0.949872,0.1326120000000008,0.6168000000000062,17.899536,1.67
1452,5700,649,1118848412000,1.5891852,43.1722992,10.787832,0.194292,0.1326119999999986,1.1102230246251564e-14,17.899536,1.66
1452,5701,649,1118848412100,1.602138,44.2544748,10.800168,-0.083268,0.1295280000000009,0.0154199999999882,17.896452,1.66
1452,5702,649,1118848412200,1.6150908000000002,45.3335664,10.794,0.0,0.1295280000000009,0.0,17.8872,1.66
1452,5703,649,1118848412300,1.6286604,46.412658,10.794,0.0,0.1356959999999984,0.0308399999999875,17.87178,1.66
1452,5704,649,1118848412400,1.6413048,47.492058,10.794,0.0,0.1264439999999989,0.0462599999999979,17.859444,1.65
1452,5705,649,1118848412500,1.6548744,48.571458,10.794,0.0,0.1356960000000007,0.046260000000009,17.859444,1.65
