Vehicle_ID,Frame_ID,Total_Frames,Global_Time,local_x(m),local_y(m),v_Vel(m),v_Acc(m),H_v_Vel(m),H_v_Acc(m),Space_Headway(m),Time_Headway
1617,4531,421,1118847432000,12.2243592,10.7998596,10.914276,0.0,,,30.139932,2.76
1617,4532,421,1118847432100,12.2191164,11.8792596,10.914276,0.0,0.0524279999999954,,30.328056,2.78
1617,4533,421,1118847432200,12.2132568,12.9586596,10.914276,0.0,0.0585960000000085,0.0308400000000652,30.565524,2.8
1617,4534,421,1118847432300,12.208014,14.0380596,10.914276,0.0,0.0524279999999954,0.0308400000000652,30.846168,2.83
1617,4535,421,1118847432400,12.2021544,15.1174596,10.914276,0.0,0.0585960000000085,0.0308400000000652,31.176156,2.86
1617,4536,421,1118847432500,12.1969116,16.1906916,10.914276,1.400136,0.0524279999999954,0.0308400000000652,31.561656000000003,2.89
1617,4537,421,1118847432600,12.1873512,17.286128400000003,11.059224,1.760964,0.095603999999998,0.2158800000000127,31.910148,2.89
1617,4538,421,1118847432700,12.185192400000002,18.406854000000003,11.170248,0.752496,0.0215879999999835,0.3700800000000726,32.187708,2.88
1617,4539,421,1118847432800,12.1796412,19.5380652,11.164080000000002,-0.8912760000000001,0.0555120000000108,0.1696200000001368,32.437512000000005,2.91
1617,4540,421,1118847432900,12.1777908,20.6529312,11.083896,-1.18734,0.0185040000000036,0.1850400000000363,32.724324,2.95
1617,4541,421,1118847433000,12.1682304,21.745284,11.068476,0.505776,0.095603999999998,0.385499999999972,33.072816,2.99
1617,4542,421,1118847433100,12.1512684,22.8382536,11.231928,2.932884,0.1696200000000125,0.3700800000000726,33.405888,2.97
1617,4543,421,1118847433200,12.1404744,23.9747076,11.565,3.45408,0.1079399999999886,0.3084000000001197,33.637188,2.91
1617,4544,421,1118847433300,12.1389324,25.1635896,11.783964,1.107156,0.0154200000000059,0.4625999999999131,33.779052,2.87
1617,4545,421,1118847433400,12.1444836,26.3715924,11.685276,-2.908212,0.0555119999999931,0.3546599999999955,33.8469,2.9
1617,4546,421,1118847433500,12.1420164,27.5284008,11.484816,-2.828028,0.0246719999999989,0.4009199999999602,33.964092,2.96
1617,4547,421,1118847433600,12.1358484,28.6432668,11.404632,0.746328,0.0616799999999884,0.1850399999999474,34.139880000000005,2.99
1617,4548,421,1118847433700,12.150343200000002,29.769235200000004,11.583504,3.45408,0.1449480000000136,1.0331400000000102,34.321836000000005,2.96
1617,4549,421,1118847433800,12.1608288,30.9426972,11.956668,3.45408,0.1048559999999909,0.2004600000001133,34.4637,2.88
1617,4550,421,1118847433900,12.1796412,32.1710544,12.215724,1.406304,0.1881239999999984,0.4163400000000372,34.550052,2.83
1617,4551,421,1118847434000,12.194752800000002,33.4055796,12.314412,0.505776,0.1511160000000089,0.1850399999999474,34.627152,2.81
1617,4552,421,1118847434100,12.2098644,34.6438056,12.345252,-0.043176,0.1511159999999911,8.881784197001252e-14,34.704252000000004,2.81
1617,4553,421,1118847434200,12.224667600000002,35.8783308,12.339084,-0.080184,0.1480320000000112,0.0154199999998994,34.685748000000004,2.81
1617,4554,421,1118847434300,12.2397792,37.111314,12.336,0.0,0.1511159999999733,0.0154199999998105,34.620984,2.81
1617,4555,421,1118847434400,12.2545824,38.344914,12.336,0.0,0.1480320000000112,0.0154199999998105,34.460616,2.79
1617,4556,421,1118847434500,12.2700024,39.578514000000006,12.336,0.0,0.1541999999999888,0.0308399999998876,34.37118,2.79
1617,4557,421,1118847434600,12.284805600000002,40.812114,12.336,0.0,0.148032000000029,0.0308399999997988,34.315668,2.78
1617,4558,421,1118847434700,12.2996088,42.0454056,12.336,0.0,0.1480319999999757,2.664535259100376e-13,34.349592,2.78
1617,4559,421,1118847434800,12.3147204,43.279005600000005,12.336,0.0,0.1511160000000089,0.0154200000001658,34.380432,2.79
1617,4560,421,1118847434900,12.3295236,44.5126056,12.336,0.0,0.1480319999999935,0.015420000000077,34.41744,2.79
1617,4561,421,1118847435000,12.3449436,45.7458972,12.336,0.009252,0.1542000000000065,0.0308400000000652,34.457532,2.79
1617,4562,421,1118847435100,12.3597468,46.980114,12.329832,-0.064764,0.1480319999999935,0.0308400000000652,34.491456,2.8
1617,4563,421,1118847435200,12.3748584,48.22296600000001,12.231144,-1.582092,0.1511160000000089,0.015420000000077,34.516128,2.82
1617,4564,421,1118847435300,12.3878112,49.441454400000005,12.046104,-2.306832,0.1295279999999898,0.1079400000000951,34.568556,2.87
1617,4565,421,1118847435400,12.408474,50.6186172,12.015264,0.459516,0.206628000000002,0.3855000000000608,34.66416,2.88
1617,4566,421,1118847435500,12.417417600000002,51.81027480000001,12.261984,3.45408,0.0894360000000205,0.5859599999999077,34.747428,2.83
1617,4567,421,1118847435600,12.4312956,53.065462800000006,12.755424,3.45408,0.1387799999999828,0.2467199999998115,34.7721,2.73
1617,4568,421,1118847435700,12.440856000000002,54.3635184,13.325964,3.45408,0.0956040000000157,0.2158799999998351,34.762848,2.61
1617,4569,421,1118847435800,12.4402392,55.7241792,13.686792,2.100204,0.006168000000013,0.5088600000001442,34.704252000000004,2.54
1617,4570,421,1118847435900,12.4131,57.1119792,13.834824,0.8326800000000001,0.2713920000000058,1.326119999999964,34.630236000000004,2.5
1617,4571,421,1118847436000,12.3875028,58.5053304,13.890336,0.0771,0.2559719999999998,0.0771000000000299,34.550052,2.49
1617,4572,421,1118847436100,12.3625224,59.8955976,13.896504,0.0,0.2498040000000045,0.0308399999999765,34.4637,2.48
1617,4573,421,1118847436200,12.337542,61.285248,13.896504,0.0,0.2498040000000045,0.0,34.361928,2.47
1617,4574,421,1118847436300,12.3122532,62.6782908,13.86258,-0.5397000000000001,0.2528879999999844,0.0154199999998995,34.238568,2.47
1617,4575,421,1118847436400,12.2857308,64.0663992,13.77006,-1.273692,0.2652240000000105,0.0616800000001305,34.112124,2.48
1617,4576,421,1118847436500,12.2663016,65.4387792,13.6467,-1.452564,0.1942919999999937,0.3546600000000843,34.013436000000006,2.49
1617,4577,421,1118847436600,12.2474892,66.78987959999999,13.560348,-0.474936,0.1881239999999984,0.0308399999999764,33.945588,2.5
1617,4578,421,1118847436700,12.2487228,68.145606,13.47708,-0.733992,0.0123359999999905,1.002299999999945,33.86232,2.51
1617,4579,421,1118847436800,12.272778,69.50379960000001,13.208772,-3.45408,0.2405520000000116,1.1410800000001051,33.754380000000005,2.56
1617,4580,421,1118847436900,12.286656,70.8021636,12.857196,-3.45408,0.1387800000000005,0.5088600000000554,33.689616,2.62
1617,4581,421,1118847437000,12.2780208,72.04933319999999,12.764676,0.66306,0.086352000000005,1.1256600000000283,33.686532,2.64
